Latitude,Longitude
47.28102500000001,-2.3969669999999996
47.28102500000001,-2.3968669999999994
47.28102500000001,-2.396766999999999
47.28102500000001,-2.396666999999999
47.28102500000001,-2.396566999999999
47.28102500000001,-2.3964669999999986
47.28102500000001,-2.3963669999999984
47.28102500000001,-2.396266999999998
47.28102500000001,-2.396166999999998
47.28102500000001,-2.3960669999999977
47.28102500000001,-2.3959669999999975
47.28102500000001,-2.3958669999999973
47.28102500000001,-2.395766999999997
47.28102500000001,-2.395666999999997
47.28102500000001,-2.3955669999999967
47.28102500000001,-2.3954669999999965
47.28102500000001,-2.3953669999999962
47.28102500000001,-2.395266999999996
47.28102500000001,-2.395166999999996
47.28102500000001,-2.3950669999999956
47.28102500000001,-2.3949669999999954
47.28102500000001,-2.394866999999995
47.28102500000001,-2.394766999999995
47.28102500000001,-2.3946669999999948
47.28102500000001,-2.3945669999999946
47.28102500000001,-2.3944669999999943
47.28102500000001,-2.394366999999994
47.28102500000001,-2.394266999999994
47.28102500000001,-2.3941669999999937
47.28102500000001,-2.3940669999999935
47.28102500000001,-2.3939669999999933
47.28102500000001,-2.393866999999993
47.28102500000001,-2.393766999999993
47.28102500000001,-2.3936669999999927
47.28102500000001,-2.3935669999999925
47.28102500000001,-2.3934669999999922
47.28102500000001,-2.393366999999992
47.28102500000001,-2.393266999999992
47.28102500000001,-2.3931669999999916
47.28102500000001,-2.3930669999999914
47.28102500000001,-2.392966999999991
47.28102500000001,-2.392866999999991
47.28102500000001,-2.3927669999999908
47.28102500000001,-2.3926669999999906
47.28102500000001,-2.3925669999999903
47.28102500000001,-2.39246699999999
47.28102500000001,-2.39236699999999
47.28102500000001,-2.3922669999999897
47.28102500000001,-2.3921669999999895
47.28102500000001,-2.3920669999999893
47.28102500000001,-2.391966999999989
47.28102500000001,-2.391866999999989
47.28102500000001,-2.3917669999999887
47.28102500000001,-2.3916669999999884
47.28102500000001,-2.3915669999999882
47.28102500000001,-2.391466999999988
47.28102500000001,-2.391366999999988
47.28102500000001,-2.3912669999999876
47.28102500000001,-2.3911669999999874
47.28102500000001,-2.391066999999987
47.28102500000001,-2.390966999999987
47.28102500000001,-2.3908669999999868
47.28102500000001,-2.3907669999999865
47.28102500000001,-2.3906669999999863
47.28102500000001,-2.390566999999986
47.28102500000001,-2.390466999999986
47.28102500000001,-2.3903669999999857
47.28102500000001,-2.3902669999999855
47.28112500000001,-2.3973670000000005
47.28112500000001,-2.3972670000000003
47.28112500000001,-2.397167
47.28112500000001,-2.397067
47.28112500000001,-2.3969669999999996
47.28112500000001,-2.3968669999999994
47.28112500000001,-2.396766999999999
47.28112500000001,-2.396666999999999
47.28112500000001,-2.396566999999999
47.28112500000001,-2.3964669999999986
47.28112500000001,-2.3963669999999984
47.28112500000001,-2.396266999999998
47.28112500000001,-2.396166999999998
47.28112500000001,-2.3960669999999977
47.28112500000001,-2.3959669999999975
47.28112500000001,-2.3958669999999973
47.28112500000001,-2.395766999999997
47.28112500000001,-2.395666999999997
47.28112500000001,-2.3955669999999967
47.28112500000001,-2.3954669999999965
47.28112500000001,-2.3953669999999962
47.28112500000001,-2.395266999999996
47.28112500000001,-2.395166999999996
47.28112500000001,-2.3950669999999956
47.28112500000001,-2.3949669999999954
47.28112500000001,-2.394866999999995
47.28112500000001,-2.394766999999995
47.28112500000001,-2.3946669999999948
47.28112500000001,-2.3945669999999946
47.28112500000001,-2.3944669999999943
47.28112500000001,-2.394366999999994
47.28112500000001,-2.394266999999994
47.28112500000001,-2.3941669999999937
47.28112500000001,-2.3940669999999935
47.28112500000001,-2.3939669999999933
47.28112500000001,-2.393866999999993
47.28112500000001,-2.393766999999993
47.28112500000001,-2.3936669999999927
47.28112500000001,-2.3935669999999925
47.28112500000001,-2.3934669999999922
47.28112500000001,-2.393366999999992
47.28112500000001,-2.393266999999992
47.28112500000001,-2.3931669999999916
47.28112500000001,-2.3930669999999914
47.28112500000001,-2.392966999999991
47.28112500000001,-2.392866999999991
47.28112500000001,-2.3927669999999908
47.28112500000001,-2.3926669999999906
47.28112500000001,-2.3925669999999903
47.28112500000001,-2.39246699999999
47.28112500000001,-2.39236699999999
47.28112500000001,-2.3922669999999897
47.28112500000001,-2.3921669999999895
47.28112500000001,-2.3920669999999893
47.28112500000001,-2.391966999999989
47.28112500000001,-2.391866999999989
47.28112500000001,-2.3917669999999887
47.28112500000001,-2.3916669999999884
47.28112500000001,-2.3915669999999882
47.28112500000001,-2.391466999999988
47.28112500000001,-2.391366999999988
47.28112500000001,-2.3912669999999876
47.28112500000001,-2.3911669999999874
47.28112500000001,-2.391066999999987
47.28112500000001,-2.390966999999987
47.28112500000001,-2.3908669999999868
47.28112500000001,-2.3907669999999865
47.28112500000001,-2.3906669999999863
47.28112500000001,-2.390566999999986
47.28112500000001,-2.390466999999986
47.28112500000001,-2.3903669999999857
47.28112500000001,-2.3902669999999855
47.28122500000001,-2.3973670000000005
47.28122500000001,-2.3972670000000003
47.28122500000001,-2.397167
47.28122500000001,-2.397067
47.28122500000001,-2.3969669999999996
47.28122500000001,-2.3968669999999994
47.28122500000001,-2.396766999999999
47.28122500000001,-2.396666999999999
47.28122500000001,-2.396566999999999
47.28122500000001,-2.3964669999999986
47.28122500000001,-2.3963669999999984
47.28122500000001,-2.396266999999998
47.28122500000001,-2.396166999999998
47.28122500000001,-2.3960669999999977
47.28122500000001,-2.3959669999999975
47.28122500000001,-2.3958669999999973
47.28122500000001,-2.395766999999997
47.28122500000001,-2.395666999999997
47.28122500000001,-2.3955669999999967
47.28122500000001,-2.3954669999999965
47.28122500000001,-2.3953669999999962
47.28122500000001,-2.395266999999996
47.28122500000001,-2.395166999999996
47.28122500000001,-2.3950669999999956
47.28122500000001,-2.3949669999999954
47.28122500000001,-2.394866999999995
47.28122500000001,-2.394766999999995
47.28122500000001,-2.3946669999999948
47.28122500000001,-2.3945669999999946
47.28122500000001,-2.3944669999999943
47.28122500000001,-2.394366999999994
47.28122500000001,-2.394266999999994
47.28122500000001,-2.3941669999999937
47.28122500000001,-2.3940669999999935
47.28122500000001,-2.3939669999999933
47.28122500000001,-2.393866999999993
47.28122500000001,-2.393766999999993
47.28122500000001,-2.3936669999999927
47.28122500000001,-2.3935669999999925
47.28122500000001,-2.3934669999999922
47.28122500000001,-2.393366999999992
47.28122500000001,-2.393266999999992
47.28122500000001,-2.3931669999999916
47.28122500000001,-2.3930669999999914
47.28122500000001,-2.392966999999991
47.28122500000001,-2.392866999999991
47.28122500000001,-2.3927669999999908
47.28122500000001,-2.3926669999999906
47.28122500000001,-2.3925669999999903
47.28122500000001,-2.39246699999999
47.28122500000001,-2.39236699999999
47.28122500000001,-2.3922669999999897
47.28122500000001,-2.3921669999999895
47.28122500000001,-2.3920669999999893
47.28122500000001,-2.391966999999989
47.28122500000001,-2.391866999999989
47.28122500000001,-2.3917669999999887
47.28122500000001,-2.3916669999999884
47.28122500000001,-2.3915669999999882
47.28122500000001,-2.391466999999988
47.28122500000001,-2.391366999999988
47.28122500000001,-2.3912669999999876
47.28122500000001,-2.3911669999999874
47.28122500000001,-2.391066999999987
47.28122500000001,-2.390966999999987
47.28122500000001,-2.3908669999999868
47.28122500000001,-2.3907669999999865
47.28122500000001,-2.3906669999999863
47.28122500000001,-2.390566999999986
47.28122500000001,-2.390466999999986
47.28122500000001,-2.3903669999999857
47.28122500000001,-2.3902669999999855
47.27853696864088,-2.3837200392809583
47.27853696864088,-2.383620039280958
47.27853696864088,-2.383520039280958
47.27853696864088,-2.3834200392809577
47.27853696864088,-2.3833200392809575
47.27853696864088,-2.3832200392809573
47.27853696864088,-2.383120039280957
47.27853696864088,-2.383020039280957
47.27853696864088,-2.3829200392809566
47.27853696864088,-2.3828200392809564
47.27853696864088,-2.382720039280956
47.27853696864088,-2.382620039280956
47.27853696864088,-2.382520039280956
47.27853696864088,-2.3824200392809556
47.27853696864088,-2.3823200392809554
47.27853696864088,-2.382220039280955
47.27853696864088,-2.382120039280955
47.27853696864088,-2.3820200392809547
47.27853696864088,-2.3819200392809545
47.27853696864088,-2.3818200392809543
47.27853696864088,-2.381720039280954
47.27853696864088,-2.381620039280954
47.27853696864088,-2.3815200392809537
47.27853696864088,-2.3814200392809535
47.27853696864088,-2.3813200392809533
47.27853696864088,-2.381220039280953
47.27853696864088,-2.381120039280953
47.27853696864088,-2.3810200392809526
47.27853696864088,-2.3809200392809524
47.27853696864088,-2.380820039280952
47.27853696864088,-2.380720039280952
47.27853696864088,-2.380620039280952
47.27853696864088,-2.3805200392809516
47.27853696864088,-2.3804200392809514
47.27853696864088,-2.380320039280951
47.27853696864088,-2.380220039280951
47.27853696864088,-2.3801200392809507
47.27853696864088,-2.3800200392809505
47.27853696864088,-2.3799200392809503
47.27853696864088,-2.37982003928095
47.27853696864088,-2.37972003928095
47.27853696864088,-2.3796200392809497
47.27853696864088,-2.3795200392809495
47.27853696864088,-2.3794200392809493
47.27853696864088,-2.379320039280949
47.27853696864088,-2.379220039280949
47.27853696864088,-2.3791200392809486
47.27853696864088,-2.3790200392809484
47.27853696864088,-2.378920039280948
47.27853696864088,-2.378820039280948
47.27853696864088,-2.3787200392809478
47.27853696864088,-2.3786200392809476
47.27853696864088,-2.3785200392809474
47.27853696864088,-2.378420039280947
47.27853696864088,-2.378320039280947
47.27853696864088,-2.3782200392809467
47.27853696864088,-2.3781200392809465
47.27853696864088,-2.3780200392809463
47.27853696864088,-2.377920039280946
47.27853696864088,-2.377820039280946
47.27853696864088,-2.3777200392809457
47.27853696864088,-2.3776200392809455
47.27853696864088,-2.3775200392809452
47.27853696864088,-2.377420039280945
47.27853696864088,-2.377320039280945
47.27853696864088,-2.3772200392809446
47.27853696864088,-2.3771200392809444
47.27853696864088,-2.377020039280944
47.27853696864088,-2.376920039280944
47.27853696864088,-2.3768200392809438
47.27853696864088,-2.3767200392809436
47.27853696864088,-2.3766200392809433
47.27853696864088,-2.376520039280943
47.27853696864088,-2.376420039280943
47.27853696864088,-2.3763200392809427
47.27853696864088,-2.3762200392809425
47.27853696864088,-2.3761200392809423
47.27853696864088,-2.376020039280942
47.27853696864088,-2.375920039280942
47.27853696864088,-2.3758200392809417
47.27853696864088,-2.3757200392809414
47.27853696864088,-2.3756200392809412
47.27853696864088,-2.375520039280941
47.27853696864088,-2.375420039280941
47.27853696864088,-2.3753200392809406
47.27853696864088,-2.3752200392809404
47.27853696864088,-2.37512003928094
47.27853696864088,-2.37502003928094
47.27853696864088,-2.3749200392809398
47.27853696864088,-2.3748200392809395
47.27853696864088,-2.3747200392809393
47.27853696864088,-2.374620039280939
47.27853696864088,-2.374520039280939
47.27853696864088,-2.3744200392809387
47.27853696864088,-2.3743200392809385
47.27853696864088,-2.3742200392809383
47.27853696864088,-2.374120039280938
47.27853696864088,-2.374020039280938
47.27853696864088,-2.3739200392809376
47.27863696864088,-2.3837200392809583
47.27863696864088,-2.383620039280958
47.27863696864088,-2.383520039280958
47.27863696864088,-2.3834200392809577
47.27863696864088,-2.3833200392809575
47.27863696864088,-2.3832200392809573
47.27863696864088,-2.383120039280957
47.27863696864088,-2.383020039280957
47.27863696864088,-2.3829200392809566
47.27863696864088,-2.3828200392809564
47.27863696864088,-2.382720039280956
47.27863696864088,-2.382620039280956
47.27863696864088,-2.382520039280956
47.27863696864088,-2.3824200392809556
47.27863696864088,-2.3823200392809554
47.27863696864088,-2.382220039280955
47.27863696864088,-2.382120039280955
47.27863696864088,-2.3820200392809547
47.27863696864088,-2.3819200392809545
47.27863696864088,-2.3818200392809543
47.27863696864088,-2.381720039280954
47.27863696864088,-2.381620039280954
47.27863696864088,-2.3815200392809537
47.27863696864088,-2.3814200392809535
47.27863696864088,-2.3813200392809533
47.27863696864088,-2.381220039280953
47.27863696864088,-2.381120039280953
47.27863696864088,-2.3810200392809526
47.27863696864088,-2.3809200392809524
47.27863696864088,-2.380820039280952
47.27863696864088,-2.380720039280952
47.27863696864088,-2.380620039280952
47.27863696864088,-2.3805200392809516
47.27863696864088,-2.3804200392809514
47.27863696864088,-2.380320039280951
47.27863696864088,-2.380220039280951
47.27863696864088,-2.3801200392809507
47.27863696864088,-2.3800200392809505
47.27863696864088,-2.3799200392809503
47.27863696864088,-2.37982003928095
47.27863696864088,-2.37972003928095
47.27863696864088,-2.3796200392809497
47.27863696864088,-2.3795200392809495
47.27863696864088,-2.3794200392809493
47.27863696864088,-2.379320039280949
47.27863696864088,-2.379220039280949
47.27863696864088,-2.3791200392809486
47.27863696864088,-2.3790200392809484
47.27863696864088,-2.378920039280948
47.27863696864088,-2.378820039280948
47.27863696864088,-2.3787200392809478
47.27863696864088,-2.3786200392809476
47.27863696864088,-2.3785200392809474
47.27863696864088,-2.378420039280947
47.27863696864088,-2.378320039280947
47.27863696864088,-2.3782200392809467
47.27863696864088,-2.3781200392809465
47.27863696864088,-2.3780200392809463
47.27863696864088,-2.377920039280946
47.27863696864088,-2.377820039280946
47.27863696864088,-2.3777200392809457
47.27863696864088,-2.3776200392809455
47.27863696864088,-2.3775200392809452
47.27863696864088,-2.377420039280945
47.27863696864088,-2.377320039280945
47.27863696864088,-2.3772200392809446
47.27863696864088,-2.3771200392809444
47.27863696864088,-2.377020039280944
47.27863696864088,-2.376920039280944
47.27863696864088,-2.3768200392809438
47.27863696864088,-2.3767200392809436
47.27863696864088,-2.3766200392809433
47.27863696864088,-2.376520039280943
47.27863696864088,-2.376420039280943
47.27863696864088,-2.3763200392809427
47.27863696864088,-2.3762200392809425
47.27863696864088,-2.3761200392809423
47.27863696864088,-2.376020039280942
47.27863696864088,-2.375920039280942
47.27863696864088,-2.3758200392809417
47.27863696864088,-2.3757200392809414
47.27863696864088,-2.3756200392809412
47.27863696864088,-2.375520039280941
47.27863696864088,-2.375420039280941
47.27863696864088,-2.3753200392809406
47.27863696864088,-2.3752200392809404
47.27863696864088,-2.37512003928094
47.27863696864088,-2.37502003928094
47.27863696864088,-2.3749200392809398
47.27863696864088,-2.3748200392809395
47.27863696864088,-2.3747200392809393
47.27863696864088,-2.374620039280939
47.27863696864088,-2.374520039280939
47.27863696864088,-2.3744200392809387
47.27863696864088,-2.3743200392809385
47.27863696864088,-2.3742200392809383
47.27863696864088,-2.374120039280938
47.27863696864088,-2.374020039280938
47.27863696864088,-2.3739200392809376
47.278736968640885,-2.3837200392809583
47.278736968640885,-2.383620039280958
47.278736968640885,-2.383520039280958
47.278736968640885,-2.3834200392809577
47.278736968640885,-2.3833200392809575
47.278736968640885,-2.3832200392809573
47.278736968640885,-2.383120039280957
47.278736968640885,-2.383020039280957
47.278736968640885,-2.3829200392809566
47.278736968640885,-2.3828200392809564
47.278736968640885,-2.382720039280956
47.278736968640885,-2.382620039280956
47.278736968640885,-2.382520039280956
47.278736968640885,-2.3824200392809556
47.278736968640885,-2.3823200392809554
47.278736968640885,-2.382220039280955
47.278736968640885,-2.382120039280955
47.278736968640885,-2.3820200392809547
47.278736968640885,-2.3819200392809545
47.278736968640885,-2.3818200392809543
47.278736968640885,-2.381720039280954
47.278736968640885,-2.381620039280954
47.278736968640885,-2.3815200392809537
47.278736968640885,-2.3814200392809535
47.278736968640885,-2.3813200392809533
47.278736968640885,-2.381220039280953
47.278736968640885,-2.381120039280953
47.278736968640885,-2.3810200392809526
47.278736968640885,-2.3809200392809524
47.278736968640885,-2.380820039280952
47.278736968640885,-2.380720039280952
47.278736968640885,-2.380620039280952
47.278736968640885,-2.3805200392809516
47.278736968640885,-2.3804200392809514
47.278736968640885,-2.380320039280951
47.278736968640885,-2.380220039280951
47.278736968640885,-2.3801200392809507
47.278736968640885,-2.3800200392809505
47.278736968640885,-2.3799200392809503
47.278736968640885,-2.37982003928095
47.278736968640885,-2.37972003928095
47.278736968640885,-2.3796200392809497
47.278736968640885,-2.3795200392809495
47.278736968640885,-2.3794200392809493
47.278736968640885,-2.379320039280949
47.278736968640885,-2.379220039280949
47.278736968640885,-2.3791200392809486
47.278736968640885,-2.3790200392809484
47.278736968640885,-2.378920039280948
47.278736968640885,-2.378820039280948
47.278736968640885,-2.3787200392809478
47.278736968640885,-2.3786200392809476
47.278736968640885,-2.3785200392809474
47.278736968640885,-2.378420039280947
47.278736968640885,-2.378320039280947
47.278736968640885,-2.3782200392809467
47.278736968640885,-2.3781200392809465
47.278736968640885,-2.3780200392809463
47.278736968640885,-2.377920039280946
47.278736968640885,-2.377820039280946
47.278736968640885,-2.3777200392809457
47.278736968640885,-2.3776200392809455
47.278736968640885,-2.3775200392809452
47.278736968640885,-2.377420039280945
47.278736968640885,-2.377320039280945
47.278736968640885,-2.3772200392809446
47.278736968640885,-2.3771200392809444
47.278736968640885,-2.377020039280944
47.278736968640885,-2.376920039280944
47.278736968640885,-2.3768200392809438
47.278736968640885,-2.3767200392809436
47.278736968640885,-2.3766200392809433
47.278736968640885,-2.376520039280943
47.278736968640885,-2.376420039280943
47.278736968640885,-2.3763200392809427
47.278736968640885,-2.3762200392809425
47.278736968640885,-2.3761200392809423
47.278736968640885,-2.376020039280942
47.278736968640885,-2.375920039280942
47.278736968640885,-2.3758200392809417
47.278736968640885,-2.3757200392809414
47.278736968640885,-2.3756200392809412
47.278736968640885,-2.375520039280941
47.278736968640885,-2.375420039280941
47.278736968640885,-2.3753200392809406
47.278736968640885,-2.3752200392809404
47.278736968640885,-2.37512003928094
47.278736968640885,-2.37502003928094
47.278736968640885,-2.3749200392809398
47.278736968640885,-2.3748200392809395
47.278736968640885,-2.3747200392809393
47.278736968640885,-2.374620039280939
47.278736968640885,-2.374520039280939
47.278736968640885,-2.3744200392809387
47.278736968640885,-2.3743200392809385
47.278736968640885,-2.3742200392809383
47.278736968640885,-2.374120039280938
47.278736968640885,-2.374020039280938
47.278736968640885,-2.3739200392809376
47.27883696864089,-2.3837200392809583
47.27883696864089,-2.383620039280958
47.27883696864089,-2.383520039280958
47.27883696864089,-2.3834200392809577
47.27883696864089,-2.3833200392809575
47.27883696864089,-2.3832200392809573
47.27883696864089,-2.383120039280957
47.27883696864089,-2.383020039280957
47.27883696864089,-2.3829200392809566
47.27883696864089,-2.3828200392809564
47.27883696864089,-2.382720039280956
47.27883696864089,-2.382620039280956
47.27883696864089,-2.382520039280956
47.27883696864089,-2.3824200392809556
47.27883696864089,-2.3823200392809554
47.27883696864089,-2.382220039280955
47.27883696864089,-2.382120039280955
47.27883696864089,-2.3820200392809547
47.27883696864089,-2.3819200392809545
47.27883696864089,-2.3818200392809543
47.27883696864089,-2.381720039280954
47.27883696864089,-2.381620039280954
47.27883696864089,-2.3815200392809537
47.27883696864089,-2.3814200392809535
47.27883696864089,-2.3813200392809533
47.27883696864089,-2.381220039280953
47.27883696864089,-2.381120039280953
47.27883696864089,-2.3810200392809526
47.27883696864089,-2.3809200392809524
47.27883696864089,-2.380820039280952
47.27883696864089,-2.380720039280952
47.27883696864089,-2.380620039280952
47.27883696864089,-2.3805200392809516
47.27883696864089,-2.3804200392809514
47.27883696864089,-2.380320039280951
47.27883696864089,-2.380220039280951
47.27883696864089,-2.3801200392809507
47.27883696864089,-2.3800200392809505
47.27883696864089,-2.3799200392809503
47.27883696864089,-2.37982003928095
47.27883696864089,-2.37972003928095
47.27883696864089,-2.3796200392809497
47.27883696864089,-2.3795200392809495
47.27883696864089,-2.3794200392809493
47.27883696864089,-2.379320039280949
47.27883696864089,-2.379220039280949
47.27883696864089,-2.3791200392809486
47.27883696864089,-2.3790200392809484
47.27883696864089,-2.378920039280948
47.27883696864089,-2.378820039280948
47.27883696864089,-2.3787200392809478
47.27883696864089,-2.3786200392809476
47.27883696864089,-2.3785200392809474
47.27883696864089,-2.378420039280947
47.27883696864089,-2.378320039280947
47.27883696864089,-2.3782200392809467
47.27883696864089,-2.3781200392809465
47.27883696864089,-2.3780200392809463
47.27883696864089,-2.377920039280946
47.27883696864089,-2.377820039280946
47.27883696864089,-2.3777200392809457
47.27883696864089,-2.3776200392809455
47.27883696864089,-2.3775200392809452
47.27883696864089,-2.377420039280945
47.27883696864089,-2.377320039280945
47.27883696864089,-2.3772200392809446
47.27883696864089,-2.3771200392809444
47.27883696864089,-2.377020039280944
47.27883696864089,-2.376920039280944
47.27883696864089,-2.3768200392809438
47.27883696864089,-2.3767200392809436
47.27883696864089,-2.3766200392809433
47.27883696864089,-2.376520039280943
47.27883696864089,-2.376420039280943
47.27883696864089,-2.3763200392809427
47.27883696864089,-2.3762200392809425
47.27883696864089,-2.3761200392809423
